QtBids,QBid,forT
227921,759191,91
227922,759192,89
227922,759193,90
227922,759194,91
227922,759195,92
227923,759196,89
227923,759197,90
227925,759199,89
227925,759200,90
227925,759201,91
227926,759202,89
227926,759203,90
227928,759205,89
227928,759206,90
227928,759207,91
227928,759208,92
227929,759209,89
227929,759210,90
227929,759211,91
227930,759212,89
227930,759213,90
227931,759214,89
227931,759215,90
227931,759216,91
227931,759217,92
227933,759219,89
227933,759220,90
227933,759221,91
227933,759222,92
227935,759224,89
227935,759225,90
227935,759226,91
227936,759227,89
227936,759228,90
227937,759229,89
227937,759230,90
227937,759231,91
227938,759232,89
227938,759233,90
227940,759235,89
227940,759236,90
227940,759237,91
227940,759238,92
227941,759239,89
227941,759240,90
227941,759241,91
227943,759243,89
227943,759244,90
227944,759245,89
227944,759246,90
227944,759247,91
227944,759248,92
227946,759250,89
227946,759251,90
227946,759252,91
227946,759253,92
227947,759254,89
227947,759255,90
227947,759256,91
227948,759257,89
227948,759258,90
227950,759260,89
227950,759261,90
227950,759262,91
227951,759263,89
227951,759264,90
227952,759265,89
227952,759266,90
227952,759267,91
227952,759268,92
227953,759269,89
227953,759270,90
227953,759271,91
227954,759272,89
227954,759273,90
227956,759275,89
227956,759276,90
227956,759277,91
227956,759278,92
227958,759280,89
227958,759281,90
227959,759282,89
227959,759283,90
227959,759284,91
227959,759285,92
227960,759286,89
227960,759287,90
227960,759288,91
227961,759289,89
227961,759290,90
227962,759291,89
227962,759292,90
227962,759293,91
227962,759294,92
227964,759296,89
227964,759297,90
227964,759298,91
227965,759299,89
227965,759300,90
227965,759301,91
227966,759302,89
227966,759303,90
227967,759304,89
227967,759305,90
227967,759306,91
227967,759307,92
227969,759309,89
227969,759310,90
227969,759311,91
227969,759312,92
227970,759313,89
227970,759314,90
227972,759316,89
227972,759317,90
227972,759318,91
227745,758744,89
227745,758745,90
227745,758746,91
227746,758747,89
227746,758748,90
227746,758749,91
227746,758750,92
227747,758751,89
227747,758752,90
227747,758753,91
227747,758754,92
227748,758755,89
227748,758756,90
227748,758757,91
227748,758758,92
227977,759334,89
227977,759335,90
227977,759336,91
227977,759337,92
227978,759338,89
227978,759339,90
227978,759340,91
227978,759341,92
227979,759342,89
227979,759343,90
227979,759344,91
227979,759345,92
227980,759346,89
227980,759347,90
227980,759348,91
227981,759349,89
227981,759350,90
227982,759351,89
227982,759352,90
227982,759353,91
227982,759354,92
227983,759355,89
227983,759356,90
227984,759357,89
227984,759358,90
227984,759359,91
227985,759360,89
227985,759361,90
227985,759362,91
227985,759363,92
227986,759364,89
227986,759365,90
227986,759366,91
227987,759367,89
227987,759368,90
227987,759369,91
227987,759370,92
227988,759371,89
227988,759372,90
227988,759373,91
227988,759374,92
227989,759375,89
227989,759376,90
227990,759377,89
227990,759378,90
227990,759379,91
227991,759380,89
227991,759381,90
227992,759382,89
227992,759383,90
227992,759384,91
227992,759385,92
227993,759386,89
227993,759387,90
227994,759388,89
227994,759389,90
227994,759390,91
227994,759391,92
227995,759392,89
227995,759393,90
227995,759394,91
227995,759395,92
227996,759396,89
227996,759397,90
227996,759398,91
227997,759399,89
227997,759400,90
227997,759401,91
227997,759402,92
227998,759403,89
227998,759404,90
227998,759405,91
227999,759406,89
227999,759407,90
227999,759408,91
227999,759409,92
228000,759410,89
228000,759411,90
228001,759412,89
228001,759413,90
228001,759414,91
228002,759415,89
228002,759416,90
228002,759417,91
228002,759418,92
228003,759419,89
228003,759420,90
228004,759421,89
228004,759422,90
228004,759423,91
228005,759424,89
228005,759425,90
228005,759426,91
228005,759427,92
228006,759428,89
228006,759429,90
228006,759430,91
228006,759431,92
228007,759432,89
228007,759433,90
228008,759434,89
228008,759435,90
228008,759436,91
228008,759437,92
228009,759438,89
228009,759439,90
228010,759440,89
228010,759441,90
228010,759442,91
228011,759443,89
228011,759444,90
228011,759445,91
228012,759446,89
228012,759447,90
228012,759448,91
228012,759449,92
228013,759450,89
228013,759451,90
228013,759452,91
228013,759453,92
228014,759454,89
228014,759455,90
228014,759456,91
228014,759457,92
228015,759458,89
228015,759459,90
228016,759460,89
228016,759461,90
228016,759462,91
228016,759463,92
228017,759464,89
228017,759465,90
228018,759466,89
228018,759467,90
228018,759468,91
228018,759469,92
228019,759470,89
228019,759471,90
228019,759472,91
228019,759473,92
228020,759474,89
228020,759475,90
228020,759476,91
228020,759477,92
228021,759478,89
228021,759479,90
228022,759480,89
228022,759481,90
228022,759482,91
228022,759483,92
228023,759484,89
228023,759485,90
228023,759486,91
228024,759487,89
228024,759488,90
228024,759489,91
228024,759490,92
228025,759491,89
228025,759492,90
228025,759493,91
228025,759494,92
228026,759495,89
228026,759496,90
228027,759497,89
228027,759498,90
228027,759499,91
228028,759500,89
228028,759501,90
228028,759502,91
228028,759503,92
228029,759504,89
228029,759505,90
228029,759506,91
228029,759507,92
228030,759508,89
228030,759509,90
228030,759510,91
228031,759511,89
228031,759512,90
228031,759513,91
228031,759514,92
228032,759515,89
228032,759516,90
228033,759517,89
228033,759518,90
228033,759519,91
228033,759520,92
228034,759521,89
228034,759522,90
228035,759523,89
228035,759524,90
228035,759525,91
228036,759526,89
228036,759527,90
228036,759528,91
228036,759529,92
228037,759530,89
228037,759531,90
228037,759532,91
228037,759533,92
228038,759534,89
228038,759535,90
228038,759536,91
228038,759537,92
228039,759538,89
228039,759539,90
228039,759540,91
228039,759541,92
228040,759542,89
228040,759543,90
228041,759544,89
228041,759545,90
228041,759546,91
228041,759547,92
228042,759548,89
228042,759549,90
228042,759550,91
228043,759551,89
228043,759552,90
228043,759553,91
228043,759554,92
228044,759555,89
228044,759556,90
228044,759557,91
228044,759558,92
227973,759319,89
227973,759320,90
227973,759321,91
227973,759322,92
227974,759323,89
227974,759324,90
227974,759325,91
227975,759326,89
227975,759327,90
227975,759328,91
227975,759329,92
227976,759330,89
227976,759331,90
227976,759332,91
227976,759333,92
228049,759574,89
228049,759575,90
228049,759576,91
228049,759577,92
228050,759578,89
228050,759579,90
228052,759581,89
228052,759582,90
228052,759583,91
228053,759584,89
228053,759585,90
228053,759586,91
228054,759587,89
228054,759588,90
228056,759590,89
228056,759591,90
228056,759592,91
228056,759593,92
228058,759595,89
228058,759596,90
228058,759597,91
228059,759598,89
228059,759599,90
228060,759600,89
228060,759601,90
228060,759602,91
228060,759603,92
228061,759604,89
228061,759605,90
228062,759606,89
228062,759607,90
228062,759608,91
228062,759609,92
228063,759610,89
228063,759611,90
228063,759612,91
228063,759613,92
228064,759614,89
228064,759615,90
228064,759616,91
228065,759617,89
228065,759618,90
228065,759619,91
228065,759620,92
228066,759621,89
228066,759622,90
228067,759623,89
228067,759624,90
228067,759625,91
228068,759626,89
228068,759627,90
228068,759628,91
228068,759629,92
228069,759630,89
228069,759631,90
228069,759632,91
228069,759633,92
228070,759634,89
228070,759635,90
228070,759636,91
228071,759637,89
228071,759638,90
228071,759639,91
228071,759640,92
228072,759641,89
228072,759642,90
228073,759643,89
228073,759644,90
228073,759645,91
228074,759646,89
228074,759647,90
228074,759648,91
228074,759649,92
228075,759650,89
228075,759651,90
228075,759652,91
228075,759653,92
228076,759654,89
228076,759655,90
228077,759656,89
228077,759657,90
228077,759658,91
228078,759659,89
228078,759660,90
228078,759661,91
228078,759662,92
228079,759663,89
228079,759664,90
228079,759665,91
228079,759666,92
228080,759667,89
228080,759668,90
228081,759669,89
228081,759670,90
228081,759671,91
228081,759672,92
228082,759673,89
228082,759674,90
228083,759675,89
228083,759676,90
228083,759677,91
228083,759678,92
228084,759679,89
228084,759680,90
228084,759681,91
228085,759682,89
228085,759683,90
228086,759684,89
228086,759685,90
228086,759686,91
228087,759687,89
228087,759688,90
228087,759689,91
228087,759690,92
228089,759692,89
228089,759693,90
228090,759694,89
228090,759695,90
228090,759696,91
228090,759697,92
228091,759698,89
228091,759699,90
228091,759700,91
228092,759701,89
228092,759702,90
228092,759703,91
228092,759704,92
228093,759705,89
228093,759706,90
228094,759707,89
228094,759708,90
228094,759709,91
228095,759710,89
228095,759711,90
228095,759712,91
228095,759713,92
228096,759714,89
228096,759715,90
228096,759716,91
228096,759717,92
228097,759718,89
228097,759719,90
228097,759720,91
228097,759721,92
228098,759722,89
228098,759723,90
228099,759724,89
228099,759725,90
228099,759726,91
228100,759727,89
228100,759728,90
228100,759729,91
228100,759730,92
228101,759731,89
228101,759732,90
228101,759733,91
228102,759734,89
228102,759735,90
228103,759736,89
228103,759737,90
228103,759738,91
228103,759739,92
228105,759741,89
228105,759742,90
228105,759743,91
228105,759744,92
228106,759745,89
228106,759746,90
228107,759747,89
228107,759748,90
228107,759749,91
228107,759750,92
228108,759751,89
228108,759752,90
228108,759753,91
228109,759754,89
228109,759755,90
228109,759756,91
228109,759757,92
228110,759758,89
228110,759759,90
228112,759761,89
228112,759762,90
228112,759763,91
228113,759764,89
228113,759765,90
228113,759766,91
228113,759767,92
228114,759768,89
228114,759769,90
228114,759770,91
228115,759771,89
228115,759772,90
228115,759773,91
228115,759774,92
228116,759775,89
228116,759776,90
228116,759777,91
228116,759778,92
228045,759559,89
228045,759560,90
228045,759561,91
228045,759562,92
228046,759563,89
228046,759564,90
228046,759565,91
228046,759566,92
228047,759567,89
228047,759568,90
228047,759569,91
228048,759570,89
228048,759571,90
228048,759572,91
228048,759573,92
228121,759794,89
228121,759795,90
228121,759796,91
228121,759797,92
228122,759798,89
228122,759799,90
228123,759800,89
228123,759801,90
228124,759802,89
228124,759803,90
228124,759804,91
228124,759805,92
228125,759806,89
228125,759807,90
228125,759808,91
228125,759809,92
228126,759810,89
228126,759811,90
228126,759812,91
228127,759813,89
228127,759814,90
228127,759815,91
228128,759816,89
228128,759817,90
228128,759818,91
228128,759819,92
228129,759820,89
228129,759821,90
228129,759822,91
228129,759823,92
228130,759824,89
228130,759825,90
228130,759826,91
228130,759827,92
228131,759828,89
228131,759829,90
228132,759830,89
228132,759831,90
228132,759832,91
228132,759833,92
228133,759834,89
228133,759835,90
228134,759836,89
228134,759837,90
228134,759838,91
228134,759839,92
228135,759840,89
228135,759841,90
228135,759842,91
228135,759843,92
228136,759844,89
228136,759845,90
228136,759846,91
228138,759848,89
228138,759849,90
228138,759850,91
228138,759851,92
228139,759852,89
228139,759853,90
228139,759854,91
228139,759855,92
228140,759856,89
228140,759857,90
228140,759858,91
228141,759859,89
228141,759860,90
228141,759861,91
228142,759862,89
228142,759863,90
228142,759864,91
228142,759865,92
228143,759866,89
228143,759867,90
228143,759868,91
228143,759869,92
228144,759870,89
228144,759871,90
228144,759872,91
228144,759873,92
228145,759874,89
228145,759875,90
228145,759876,91
228145,759877,92
228146,759878,89
228146,759879,90
228148,759881,89
228148,759882,90
228148,759883,91
228149,759884,89
228149,759885,90
228150,759886,89
228150,759887,90
228150,759888,91
228150,759889,92
228151,759890,89
228151,759891,90
228151,759892,91
228152,759893,89
228152,759894,90
228152,759895,91
228153,759896,89
228153,759897,90
228153,759898,91
228153,759899,92
228154,759900,89
228154,759901,90
228154,759902,91
228154,759903,92
228155,759904,89
228155,759905,90
228156,759906,89
228156,759907,90
228156,759908,91
228156,759909,92
228157,759910,89
228157,759911,90
228157,759912,91
228157,759913,92
228158,759914,89
228158,759915,90
228158,759916,91
228159,759917,89
228159,759918,90
228159,759919,91
228159,759920,92
228160,759921,89
228160,759922,90
228160,759923,91
228160,759924,92
228161,759925,89
228161,759926,90
228162,759927,89
228162,759928,90
228162,759929,91
228162,759930,92
228163,759931,89
228163,759932,90
228163,759933,91
228165,759935,89
228165,759936,90
228165,759937,91
228165,759938,92
228166,759939,89
228166,759940,90
228167,759941,89
228167,759942,90
228167,759943,91
228168,759944,89
228168,759945,90
228168,759946,91
228169,759947,89
228169,759948,90
228170,759949,89
228170,759950,90
228170,759951,91
228170,759952,92
228171,759953,89
228171,759954,90
228171,759955,91
228171,759956,92
228172,759957,89
228172,759958,90
228172,759959,91
228172,759960,92
228173,759961,89
228173,759962,90
228173,759963,91
228173,759964,92
